,x_pos_s1,y_pos_s1,z_pos_s1,x_pos_s2,y_pos_s2,z_pos_s2,x_pos_s3,y_pos_s3,z_pos_s3,x_pos_s4,y_pos_s4,z_pos_s4,x_pos_s5,y_pos_s5,z_pos_s5
57,1593.46,310.77,120.0,175.88,2058.36,120.0,-1924.23,1250.19,120.0,-1804.58,-996.87,120.0,369.47,-1577.46,120.0
58,1593.38,312.37,120.0,174.33,2058.77,120.0,-1925.1,1248.85,120.0,-1803.57,-998.11,120.0,370.96,-1576.88,120.0
59,1593.29,313.97,120.0,172.79,2059.18,120.0,-1925.96,1247.5,120.0,-1802.56,-999.35,120.0,372.45,-1576.31,120.0
60,1593.2,315.57,120.0,171.24,2059.59,120.0,-1926.83,1246.16,120.0,-1801.55,-1000.59,120.0,373.94,-1575.73,120.0
61,1593.11,317.16,120.0,169.69,2060.0,120.0,-1927.7,1244.81,120.0,-1800.54,-1001.83,120.0,375.44,-1575.15,120.0
62,1593.02,318.76,120.0,168.15,2060.41,120.0,-1928.56,1243.47,120.0,-1799.53,-1003.07,120.0,376.93,-1574.57,120.0
63,1592.93,320.36,120.0,166.6,2060.81,120.0,-1929.43,1242.12,120.0,-1798.52,-1004.31,120.0,378.42,-1573.99,120.0
64,1592.83,321.96,120.0,165.05,2061.22,120.0,-1930.29,1240.78,120.0,-1797.5,-1005.54,120.0,379.91,-1573.4,120.0
65,1592.74,323.55,120.0,163.5,2061.62,120.0,-1931.15,1239.43,120.0,-1796.49,-1006.78,120.0,381.4,-1572.82,120.0
66,1592.64,325.15,120.0,161.95,2062.02,120.0,-1932.01,1238.08,120.0,-1795.47,-1008.01,120.0,382.89,-1572.23,120.0
67,1592.54,326.75,120.0,160.41,2062.42,120.0,-1932.87,1236.73,120.0,-1794.45,-1009.25,120.0,384.38,-1571.65,120.0
68,1592.44,328.35,120.0,158.86,2062.82,120.0,-1933.73,1235.38,120.0,-1793.43,-1010.48,120.0,385.86,-1571.06,120.0
69,1592.34,329.94,120.0,157.31,2063.22,120.0,-1934.59,1234.03,120.0,-1792.41,-1011.72,120.0,387.35,-1570.47,120.0
70,1592.24,331.54,120.0,155.76,2063.61,120.0,-1935.44,1232.68,120.0,-1791.39,-1012.95,120.0,388.84,-1569.88,120.0
71,1592.14,333.14,120.0,154.21,2064.01,120.0,-1936.3,1231.32,120.0,-1790.37,-1014.18,120.0,390.33,-1569.29,120.0
72,1592.03,334.73,120.0,152.65,2064.4,120.0,-1937.15,1229.97,120.0,-1789.35,-1015.41,120.0,391.81,-1568.7,120.0
73,1591.93,336.33,120.0,151.1,2064.8,120.0,-1938.01,1228.62,120.0,-1788.32,-1016.64,120.0,393.3,-1568.1,120.0
74,1591.82,337.92,120.0,149.55,2065.19,120.0,-1938.86,1227.26,120.0,-1787.3,-1017.87,120.0,394.78,-1567.51,120.0
75,1591.71,339.52,120.0,148.0,2065.58,120.0,-1939.71,1225.91,120.0,-1786.27,-1019.1,120.0,396.27,-1566.91,120.0
76,1591.6,341.12,120.0,146.45,2065.97,120.0,-1940.56,1224.55,120.0,-1785.24,-1020.32,120.0,397.75,-1566.31,120.0
77,1591.49,342.71,120.0,144.9,2066.35,120.0,-1941.41,1223.19,120.0,-1784.22,-1021.55,120.0,399.23,-1565.72,120.0
78,1591.38,344.31,120.0,143.34,2066.74,120.0,-1942.25,1221.84,120.0,-1783.19,-1022.77,120.0,400.72,-1565.12,120.0
79,1591.27,344.91,120.0,141.79,2066.13,120.0,-1943.1,1219.48,120.0,-1782.16,-1025.0,120.0,402.2,-1565.51,120.0
80,1590.15,346.5,120.0,139.24,2066.51,120.0,-1944.94,1218.12,120.0,-1782.13,-1026.22,120.0,402.68,-1564.91,120.0
81,1590.03,348.1,120.0,137.68,2066.89,120.0,-1945.79,1216.76,120.0,-1781.09,-1027.44,120.0,404.16,-1564.31,120.0
82,1589.92,349.69,120.0,136.13,2067.27,120.0,-1946.63,1215.4,120.0,-1780.06,-1028.67,120.0,405.65,-1563.7,120.0
83,1589.8,351.29,120.0,134.58,2067.65,120.0,-1947.47,1214.04,120.0,-1779.03,-1029.89,120.0,407.13,-1563.1,120.0
84,1589.68,352.88,120.0,133.02,2068.03,120.0,-1948.31,1212.68,120.0,-1777.99,-1031.11,120.0,408.61,-1562.49,120.0
85,1589.56,354.48,119.0,131.47,2068.41,119.0,-1949.15,1211.32,119.0,-1776.96,-1032.33,119.0,410.09,-1561.88,119.0
86,1589.43,356.07,119.0,129.91,2068.78,119.0,-1949.99,1209.95,119.0,-1775.92,-1033.54,119.0,411.57,-1561.27,119.0
87,1589.31,357.67,119.0,128.36,2069.16,119.0,-1950.83,1208.59,119.0,-1774.88,-1034.76,119.0,413.04,-1560.66,119.0
88,1589.18,359.26,119.0,126.8,2069.53,119.0,-1951.66,1207.23,119.0,-1773.84,-1035.98,119.0,414.52,-1560.05,119.0
89,1589.06,360.86,119.0,125.24,2069.9,119.0,-1952.5,1205.86,119.0,-1772.8,-1037.19,119.0,416.0,-1559.43,119.0
90,1588.93,362.45,119.0,123.69,2070.28,119.0,-1953.33,1204.49,119.0,-1771.76,-1038.41,119.0,417.48,-1558.82,119.0
91,1588.8,364.05,119.0,122.13,2070.64,119.0,-1954.16,1203.13,119.0,-1770.72,-1039.62,119.0,418.95,-1558.2,119.0
92,1588.67,365.64,119.0,120.57,2071.01,119.0,-1954.99,1201.76,119.0,-1769.67,-1040.83,119.0,420.43,-1557.58,119.0
93,1588.53,367.24,119.0,119.02,2071.38,119.0,-1955.82,1200.39,119.0,-1768.63,-1042.05,119.0,421.9,-1556.96,119.0
94,1588.47,367.99,119.0,118.28,2071.55,119.0,-1956.21,1199.75,119.0,-1768.14,-1042.61,119.0,422.6,-1556.67,119.0
95,1588.34,369.58,119.0,116.73,2071.92,119.0,-1957.04,1198.38,119.0,-1767.09,-1043.83,119.0,424.07,-1556.05,119.0
96,1588.2,371.17,119.0,115.17,2072.28,119.0,-1957.87,1197.01,119.0,-1766.05,-1045.04,119.0,425.55,-1555.43,119.0
97,1588.06,372.77,119.0,113.61,2072.64,119.0,-1958.7,1195.64,119.0,-1765.0,-1046.24,119.0,427.02,-1554.81,119.0
98,1587.93,374.36,119.0,112.05,2073.0,119.0,-1959.52,1194.27,119.0,-1763.95,-1047.45,119.0,428.49,-1554.18,119.0
99,1587.79,375.96,119.0,110.49,2073.36,119.0,-1960.34,1192.9,119.0,-1762.9,-1048.66,119.0,429.97,-1553.56,119.0
100,1587.64,377.55,119.0,108.93,2073.72,119.0,-1961.17,1191.53,119.0,-1761.85,-1049.87,119.0,431.44,-1552.93,119.0
101,1587.5,379.14,119.0,107.37,2074.08,119.0,-1961.99,1190.16,119.0,-1760.8,-1051.07,119.0,432.91,-1552.3,119.0
102,1587.36,380.74,119.0,105.81,2074.43,119.0,-1962.81,1188.78,119.0,-1759.74,-1052.28,119.0,434.38,-1551.68,119.0
103,1587.21,382.33,119.0,104.25,2074.79,119.0,-1963.63,1187.41,119.0,-1758.69,-1053.48,119.0,435.85,-1551.05,119.0
104,1587.07,382.92,119.0,102.69,2074.14,119.0,-1964.45,1185.03,119.0,-1757.63,-1055.68,119.0,437.32,-1551.41,119.0
105,1586.92,384.52,119.0,101.13,2074.49,119.0,-1965.26,1183.66,119.0,-1756.58,-1056.89,119.0,438.79,-1550.78,119.0
106,1586.77,386.11,119.0,99.57,2074.84,119.0,-1966.08,1182.28,119.0,-1755.52,-1058.09,119.0,440.26,-1550.15,119.0
107,1585.62,387.7,119.0,97.01,2075.19,119.0,-1967.89,1180.9,119.0,-1755.46,-1059.29,119.0,440.73,-1549.51,119.0
108,1585.47,389.3,119.0,95.45,2075.54,119.0,-1968.71,1179.53,119.0,-1754.4,-1060.49,119.0,442.2,-1548.88,119.0
109,1585.32,390.89,119.0,93.89,2075.89,119.0,-1969.52,1178.15,119.0,-1753.34,-1061.69,119.0,443.66,-1548.24,119.0
110,1585.16,392.48,119.0,92.32,2076.23,119.0,-1970.33,1176.77,119.0,-1752.28,-1062.88,119.0,445.13,-1547.6,119.0
111,1585.0,394.07,119.0,90.76,2076.58,119.0,-1971.14,1175.39,119.0,-1751.22,-1064.08,119.0,446.6,-1546.96,119.0
112,1584.85,395.64,119.0,89.22,2076.91,119.0,-1971.94,1174.03,119.0,-1750.17,-1065.26,119.0,448.04,-1546.33,119.0
113,1584.69,397.24,119.0,87.66,2077.26,119.0,-1972.75,1172.65,119.0,-1749.11,-1066.45,119.0,449.51,-1545.68,119.0
114,1584.53,398.83,119.0,86.09,2077.6,119.0,-1973.55,1171.26,119.0,-1748.04,-1067.65,119.0,450.97,-1545.04,119.0
115,1584.37,400.42,119.0,84.53,2077.93,119.0,-1974.36,1169.88,119.0,-1746.98,-1068.84,119.0,452.44,-1544.39,119.0
116,1584.21,402.01,119.0,82.97,2078.27,119.0,-1975.16,1168.5,119.0,-1745.91,-1070.03,119.0,453.9,-1543.75,119.0
117,1584.05,403.6,119.0,81.4,2078.61,119.0,-1975.97,1167.11,119.0,-1744.84,-1071.23,119.0,455.36,-1543.1,119.0
118,1583.88,405.2,119.0,79.84,2078.94,119.0,-1976.77,1165.73,119.0,-1743.78,-1072.42,119.0,456.83,-1542.45,119.0
119,1583.71,406.79,119.0,78.27,2079.28,119.0,-1977.57,1164.34,119.0,-1742.71,-1073.61,119.0,458.29,-1541.8,119.0
120,1583.55,408.38,119.0,76.71,2079.61,119.0,-1978.37,1162.96,119.0,-1741.63,-1074.79,119.0,459.75,-1541.15,119.0
121,1583.38,409.97,119.0,75.14,2079.94,119.0,-1979.17,1161.57,119.0,-1740.56,-1075.98,119.0,461.21,-1540.5,119.0
122,1583.21,411.56,119.0,73.58,2080.27,119.0,-1979.96,1160.18,119.0,-1739.49,-1077.17,119.0,462.67,-1539.84,119.0
123,1583.04,413.15,119.0,72.01,2080.6,119.0,-1980.76,1158.8,119.0,-1738.42,-1078.36,119.0,464.13,-1539.19,119.0
124,1582.86,414.74,119.0,70.44,2080.92,119.0,-1981.55,1157.41,119.0,-1737.34,-1079.54,119.0,465.59,-1538.53,119.0
125,1582.69,416.33,119.0,68.88,2081.25,119.0,-1982.35,1156.02,119.0,-1736.26,-1080.72,119.0,467.05,-1537.88,119.0
126,1582.51,417.92,119.0,67.31,2081.58,119.0,-1983.14,1154.63,119.0,-1735.19,-1081.91,119.0,468.51,-1537.22,119.0
127,1582.34,419.51,119.0,65.74,2081.9,119.0,-1983.93,1153.24,119.0,-1734.11,-1083.09,119.0,469.96,-1536.56,119.0
128,1582.16,421.1,119.0,64.18,2082.22,119.0,-1984.72,1151.85,119.0,-1733.03,-1084.27,119.0,471.42,-1535.9,119.0
129,1581.98,421.69,119.0,62.61,2081.54,119.0,-1985.51,1149.46,119.0,-1731.95,-1086.45,119.0,472.88,-1536.24,119.0
130,1581.8,423.28,119.0,61.04,2081.86,119.0,-1986.3,1148.06,119.0,-1730.87,-1087.63,119.0,474.33,-1535.57,119.0
131,1581.61,424.87,119.0,59.47,2082.18,119.0,-1987.09,1146.67,119.0,-1729.79,-1088.81,119.0,475.79,-1534.91,119.0
132,1581.43,426.46,119.0,57.9,2082.49,119.0,-1987.87,1145.28,119.0,-1728.71,-1089.99,119.0,477.25,-1534.24,119.0
133,1581.25,428.05,118.0,56.33,2082.81,118.0,-1988.66,1143.88,118.0,-1727.62,-1091.17,118.0,478.7,-1533.57,118.0
134,1580.06,429.64,118.0,53.77,2083.12,118.0,-1990.44,1142.49,118.0,-1727.54,-1092.34,118.0,479.15,-1532.91,118.0
135,1579.87,431.23,118.0,52.2,2083.44,118.0,-1991.22,1141.09,118.0,-1726.45,-1093.52,118.0,480.61,-1532.24,118.0
136,1579.68,432.82,118.0,50.63,2083.75,118.0,-1992.0,1139.69,118.0,-1725.36,-1094.69,118.0,482.06,-1531.57,118.0
137,1579.49,434.41,118.0,49.06,2084.06,118.0,-1992.78,1138.3,118.0,-1724.28,-1095.87,118.0,483.51,-1530.89,118.0
138,1579.3,435.99,118.0,47.49,2084.37,118.0,-1993.56,1136.9,118.0,-1723.19,-1097.04,118.0,484.96,-1530.22,118.0
139,1579.11,437.58,118.0,45.92,2084.67,118.0,-1994.34,1135.5,118.0,-1722.1,-1098.21,118.0,486.41,-1529.55,118.0
140,1578.91,439.17,118.0,44.35,2084.98,118.0,-1995.12,1134.1,118.0,-1721.01,-1099.38,118.0,487.86,-1528.87,118.0
141,1578.72,440.76,118.0,42.78,2085.28,118.0,-1995.89,1132.7,118.0,-1719.92,-1100.55,118.0,489.31,-1528.19,118.0
142,1578.52,442.35,118.0,41.21,2085.59,118.0,-1996.67,1131.3,118.0,-1718.82,-1101.72,118.0,490.76,-1527.52,118.0
143,1578.32,443.93,118.0,39.63,2085.89,118.0,-1997.44,1129.9,118.0,-1717.73,-1102.89,118.0,492.21,-1526.84,118.0
144,1578.12,445.52,118.0,38.06,2086.19,118.0,-1998.21,1128.5,118.0,-1716.64,-1104.05,118.0,493.66,-1526.16,118.0
145,1577.92,447.11,118.0,36.49,2086.49,118.0,-1998.98,1127.1,118.0,-1715.54,-1105.22,118.0,495.11,-1525.48,118.0
146,1577.72,448.7,118.0,34.92,2086.79,118.0,-1999.75,1125.69,118.0,-1714.44,-1106.39,118.0,496.55,-1524.79,118.0
147,1577.52,450.28,118.0,33.35,2087.08,118.0,-2000.52,1124.29,118.0,-1713.35,-1107.55,118.0,498.0,-1524.11,118.0
148,1577.31,451.87,118.0,31.77,2087.38,118.0,-2001.29,1122.89,118.0,-1712.25,-1108.71,118.0,499.45,-1523.42,118.0
149,1577.11,453.46,118.0,30.2,2087.67,118.0,-2002.05,1121.48,118.0,-1711.15,-1109.88,118.0,500.89,-1522.74,118.0
150,1576.9,455.04,118.0,28.63,2087.97,118.0,-2002.82,1120.08,118.0,-1710.05,-1111.04,118.0,502.34,-1522.05,118.0
151,1576.69,456.63,118.0,27.06,2088.26,118.0,-2003.58,1118.67,118.0,-1708.95,-1112.2,118.0,503.78,-1521.36,118.0
152,1576.48,458.22,118.0,25.48,2088.55,118.0,-2004.34,1117.26,118.0,-1707.84,-1113.36,118.0,505.22,-1520.67,118.0
153,1576.27,458.8,118.0,23.91,2087.84,118.0,-2005.1,1114.86,118.0,-1706.74,-1115.52,118.0,506.67,-1520.98,118.0
154,1576.06,460.39,118.0,22.33,2088.13,118.0,-2005.86,1113.45,118.0,-1705.64,-1116.67,118.0,508.11,-1520.29,118.0
155,1575.84,461.97,118.0,20.76,2088.41,118.0,-2006.62,1112.04,118.0,-1704.53,-1117.83,118.0,509.55,-1519.59,118.0
156,1575.63,463.56,118.0,19.19,2088.7,118.0,-2007.38,1110.63,118.0,-1703.43,-1118.99,118.0,510.99,-1518.9,118.0
157,1575.41,465.14,118.0,17.61,2088.98,118.0,-2008.14,1109.22,118.0,-1702.32,-1120.14,118.0,512.43,-1518.2,118.0
158,1575.19,466.73,118.0,16.04,2089.26,118.0,-2008.89,1107.81,118.0,-1701.21,-1121.3,118.0,513.87,-1517.51,118.0
159,1574.97,468.31,118.0,14.46,2089.54,118.0,-2009.64,1106.4,118.0,-1700.1,-1122.45,118.0,515.31,-1516.81,118.0
160,1574.75,469.9,118.0,12.89,2089.82,118.0,-2010.4,1104.99,118.0,-1698.99,-1123.6,118.0,516.75,-1516.11,118.0
161,1574.53,471.48,118.0,11.31,2090.1,118.0,-2011.15,1103.57,118.0,-1697.88,-1124.75,118.0,518.19,-1515.41,118.0
162,1573.3,473.07,118.0,8.73,2090.38,118.0,-2012.9,1102.16,118.0,-1697.77,-1125.9,118.0,518.63,-1514.7,118.0
163,1573.08,474.65,118.0,7.16,2090.66,118.0,-2013.65,1100.75,118.0,-1696.66,-1127.05,118.0,520.07,-1514.0,118.0
164,1572.85,476.24,118.0,5.58,2090.93,118.0,-2014.4,1099.33,118.0,-1695.54,-1128.2,118.0,521.5,-1513.3,118.0
165,1572.63,477.82,118.0,4.01,2091.2,118.0,-2015.14,1097.92,118.0,-1694.43,-1129.35,118.0,522.94,-1512.59,118.0
166,1572.4,479.4,118.0,2.43,2091.47,118.0,-2015.89,1096.5,118.0,-1693.31,-1130.5,118.0,524.37,-1511.88,118.0
167,1572.17,480.99,118.0,0.85,2091.75,118.0,-2016.63,1095.09,118.0,-1692.19,-1131.64,118.0,525.81,-1511.18,118.0
168,1571.94,482.57,118.0,-0.73,2092.01,118.0,-2017.38,1093.67,118.0,-1691.08,-1132.79,118.0,527.24,-1510.47,118.0
169,1571.7,484.15,118.0,-2.3,2092.28,118.0,-2018.12,1092.25,118.0,-1689.96,-1133.93,118.0,528.68,-1509.76,118.0
170,1571.47,485.73,118.0,-3.88,2092.55,118.0,-2018.86,1090.83,118.0,-1688.84,-1135.07,118.0,530.11,-1509.05,118.0
171,1571.23,487.32,118.0,-5.46,2092.81,118.0,-2019.6,1089.42,118.0,-1687.72,-1136.22,118.0,531.54,-1508.33,118.0
172,1571.0,488.9,118.0,-7.04,2093.08,118.0,-2020.34,1088.0,118.0,-1686.6,-1137.36,118.0,532.97,-1507.62,118.0
173,1570.76,490.48,118.0,-8.61,2093.34,118.0,-2021.08,1086.58,118.0,-1685.47,-1138.5,118.0,534.4,-1506.9,118.0
174,1570.52,492.06,118.0,-10.19,2093.6,118.0,-2021.81,1085.16,118.0,-1684.35,-1139.64,118.0,535.84,-1506.19,118.0
175,1570.28,493.65,118.0,-11.77,2093.86,118.0,-2022.55,1083.73,118.0,-1683.23,-1140.77,118.0,537.27,-1505.47,118.0
176,1570.04,495.23,118.0,-13.35,2094.12,118.0,-2023.28,1082.31,118.0,-1682.1,-1141.91,118.0,538.69,-1504.75,118.0
177,1569.79,496.81,118.0,-14.93,2094.38,118.0,-2024.02,1080.89,118.0,-1680.97,-1143.05,118.0,540.12,-1504.03,118.0
178,1569.55,497.39,118.0,-16.51,2093.63,118.0,-2024.75,1078.47,118.0,-1679.85,-1145.18,118.0,541.55,-1504.31,118.0
179,1569.3,498.97,118.0,-18.09,2093.89,118.0,-2025.48,1077.04,118.0,-1678.72,-1146.32,118.0,542.98,-1503.59,118.0
180,1569.06,500.55,117.0,-19.67,2094.14,117.0,-2026.21,1075.62,117.0,-1677.59,-1147.45,117.0,544.41,-1502.86,117.0
181,1568.81,502.13,117.0,-21.25,2094.39,117.0,-2026.93,1074.2,117.0,-1676.46,-1148.58,117.0,545.83,-1502.14,117.0
182,1568.56,503.71,117.0,-22.83,2094.64,117.0,-2027.66,1072.77,117.0,-1675.33,-1149.72,117.0,547.26,-1501.41,117.0
183,1568.31,505.29,117.0,-24.41,2094.89,117.0,-2028.39,1071.34,117.0,-1674.2,-1150.85,117.0,548.68,-1500.68,117.0
184,1568.06,506.87,117.0,-25.99,2095.14,117.0,-2029.11,1069.92,117.0,-1673.06,-1151.98,117.0,550.11,-1499.96,117.0
185,1567.8,508.45,117.0,-27.57,2095.39,117.0,-2029.83,1068.49,117.0,-1671.93,-1153.1,117.0,551.53,-1499.23,117.0
186,1567.55,510.03,117.0,-29.15,2095.63,117.0,-2030.56,1067.06,117.0,-1670.79,-1154.23,117.0,552.96,-1498.5,117.0
187,1567.29,511.61,117.0,-30.73,2095.88,117.0,-2031.28,1065.63,117.0,-1669.66,-1155.36,117.0,554.38,-1497.76,117.0
