time,Rx,Ry,Rz,Vx(km/s)[J2000-EARTH],Vy(km/s)[J2000-EARTH],Vz(km/s)[J2000-EARTH],mmm,distance,R(km),volacity,B_n,Vx min/max,Vy min/max,Vz min/max,Vx min/max.1,Vx min/max.2,Vx min/max.3,MOON Rx(km)[J2000-EARTH],MOON Ry(km)[J2000-EARTH],MOON Rz(km)[J2000-EARTH]
1482.650291,6730.0,829.0,-269.0,-2.46,7.56,6.68,25573.76014,4109.140445151483,6786.199378149746,10.29257499365441,2573502.710579372,,,,,,,-363000.0,148000.0,87800.0
1483.650291,6560.0,1280.0,133.0,-2.98,7.48,6.69,25573.76014,4119.524452085225,6685.034704472371,10.38400693374191,2651981.729520713,,,,,,,-363000.0,148000.0,87800.0
1484.650291,6370.0,1730.0,533.0,-3.51,7.36,6.66,25573.76014,4129.99282827258,6622.226891310807,10.4683761873559,2702525.167744238,,,,,,,-363000.0,148000.0,87800.0
1485.650291,6140.0,2160.0,931.0,-4.03,7.19,6.6,25573.76014,4140.521137728519,6575.101596173248,10.52830945593831,2741403.257787968,,,,,,,-363000.0,148000.0,87700.0
1486.650291,5880.0,2590.0,1320.0,-4.54,6.99,6.5,25573.76014,4151.080351714418,6559.336856725686,10.55921398589876,2754596.494726593,,,,,,,-363000.0,148000.0,87700.0
1487.650291,5600.0,3000.0,1710.0,-5.05,6.8,6.41,25057.00933,4161.650200341527,6579.065283153831,10.56984862710909,2738101.02845992,,,,,,,-363000.0,148000.0,87700.0
1488.650291,5280.0,3400.0,2090.0,-5.54,6.57,6.29,24540.25852,4172.272375260064,6618.647898173765,10.62217491853716,2705448.705693494,,,,,,,-363000.0,148000.0,87700.0
1489.650291,4930.0,3790.0,2470.0,-5.99,6.32,6.15,24023.50772,4182.922286057813,6691.031310642627,10.6499107977485,2647230.365177542,,,,,,,-363000.0,147000.0,87600.0
1490.650291,4560.0,4160.0,2830.0,-6.4,6.05,5.98,23506.75691,4193.582726949258,6790.294544421472,10.66044089144535,2570399.533400048,,,,,,,-363000.0,147000.0,87600.0
1491.650291,4160.0,4520.0,3180.0,-6.77,5.76,5.79,22990.0061,4204.22804986592,6917.253790341944,10.64532291666157,2476911.218054565,,,,,,,-363000.0,147000.0,87600.0
1492.276718,3910.0,4730.0,3400.0,-6.97,5.58,5.67,22666.29909,4210.873333221447,7015.767955113681,10.60823265204907,2407838.90465375,,,,,,,-363000.0,147000.0,87600.0
1493.276718,3480.0,5050.0,3730.0,-7.22,5.25,5.43,22666.29909,4221.450015120795,7178.147393304208,10.57668189934821,2300133.888769561,,,,,,,-363000.0,147000.0,87500.0
1494.276718,3040.0,5360.0,4050.0,-7.42,4.93,5.19,22666.29909,4231.898737530736,7373.852453093973,10.44872240994084,2179661.099501455,,,,,,,-363000.0,147000.0,87500.0
1495.276718,2590.0,5650.0,4360.0,-7.59,4.62,4.95,22666.29909,4242.20880057613,7592.114330013741,10.31006304539405,2056138.575611495,,,,,,,-364000.0,147000.0,87500.0
1496.276718,2130.0,5910.0,4650.0,-7.71,4.31,4.71,22666.29909,4252.380083681029,7815.849282067817,10.17128310489881,1940106.220191733,,,,,,,-364000.0,147000.0,87500.0
1497.276718,1670.0,6160.0,4920.0,-7.8,4.03,4.48,22666.29909,4262.39029346904,8058.591688378311,10.01020978801144,1824986.083130391,,,,,,,-364000.0,147000.0,87400.0
1498.276718,1200.0,6400.0,5180.0,-7.86,3.75,4.26,22666.29909,4272.246829371679,8320.600939836017,9.856535902638411,1711860.902207093,,,,,,,-364000.0,147000.0,87400.0
1499.276718,723.0,6610.0,5430.0,-7.9,3.49,4.05,22666.29909,4281.941657890018,8584.854628938105,9.694828518339042,1608095.990773084,,,,,,,-364000.0,147000.0,87400.0
1500.276718,248.0,6820.0,5670.0,-7.92,3.25,3.85,22666.29909,4291.480662030913,8872.58722132389,9.539004140894374,1505488.025121188,,,,,,,-364000.0,147000.0,87400.0
1501.276718,-227.0,7010.0,5890.0,-7.92,3.03,3.66,22666.29909,4300.86742931257,9158.806090315484,9.386767281657727,1412863.258927863,,,,,,,-364000.0,147000.0,87300.0
1502.276718,-702.0,7180.0,6110.0,-7.91,2.82,3.48,22666.29909,4310.103386220222,9453.957055117186,9.235956907651746,1326021.63437333,,,,,,,-364000.0,147000.0,87300.0
1503.276718,-1180.0,7340.0,6310.0,-7.88,2.62,3.32,22666.29909,4319.193540234319,9751.107629392673,9.090154014096791,1246435.931201561,,,,,,,-364000.0,147000.0,87300.0
1504.276718,-1650.0,7500.0,6510.0,-7.85,2.44,3.16,22666.29909,4328.136761130618,10067.40284283886,8.943220896299051,1169345.815755711,,,,,,,-364000.0,147000.0,87300.0
1505.276718,-2120.0,7640.0,6690.0,-7.8,2.27,3.01,22666.29909,4336.943673188768,10374.01079621571,8.806912058150688,1101246.316682126,,,,,,,-364000.0,147000.0,87200.0
1506.276718,-2580.0,7770.0,6870.0,-7.76,2.11,2.87,22666.29909,4345.606986642638,10687.6657881878,8.663313453869714,1037557.39686659,,,,,,,-364000.0,147000.0,87200.0
1507.276718,-3050.0,7890.0,7040.0,-7.7,1.96,2.74,22666.29909,4354.145522816948,11005.28055071746,8.538536174309973,978533.3318413452,,,,,,,-364000.0,147000.0,87200.0
1508.276718,-3510.0,8000.0,7200.0,-7.65,1.83,2.62,22666.29909,4362.550235780518,11320.7817751249,8.404712963569905,924751.4532679241,,,,,,,-364000.0,147000.0,87200.0
1509.276718,-3970.0,8110.0,7350.0,-7.59,1.7,2.5,22666.29909,4370.840941419968,11642.83041188868,8.290705639449516,874300.4800687727,,,,,,,-364000.0,147000.0,87200.0
1510.276718,-4420.0,8210.0,7500.0,-7.53,1.58,2.4,22666.29909,4379.010892460213,11966.22329726468,8.169951040244978,827682.2744942049,,,,,,,-364000.0,147000.0,87100.0
1511.276718,-4870.0,8300.0,7640.0,-7.46,1.47,2.29,22666.29909,4387.070501631879,12287.24948879935,8.059609171665832,784997.9217027968,,,,,,,-364000.0,146000.0,87100.0
1512.276718,-5310.0,8380.0,7770.0,-7.4,1.37,2.2,22666.29909,4395.01132022948,12601.32532712333,7.940818597600628,746354.9412378762,,,,,,,-364000.0,146000.0,87100.0
1513.276718,-5760.0,8460.0,7900.0,-7.34,1.27,2.11,22666.29909,4402.852040859626,12929.00614896597,7.840720630146186,709002.189086589,,,,,,,-364000.0,146000.0,87100.0
1514.276718,-6190.0,8540.0,8030.0,-7.27,1.18,2.02,22666.29909,4410.594172349081,13256.2664427055,7.74213148945431,674427.7182311962,,,,,,,-364000.0,146000.0,87000.0
1515.276718,-6630.0,8610.0,8150.0,-7.21,1.1,1.94,22666.29909,4418.231298772022,13583.50102145982,7.637126422942074,642324.4010588075,,,,,,,-364000.0,146000.0,87000.0
1516.276718,-7060.0,8670.0,8260.0,-7.15,1.02,1.87,22666.29909,4425.778331301434,13901.08269164672,7.547032529411808,613310.7917350563,,,,,,,-364000.0,146000.0,87000.0
1517.276718,-7490.0,8730.0,8370.0,-7.09,0.941,1.8,22666.29909,4433.238880879046,14225.67748826044,7.460549577611559,585641.633098414,,,,,,,-364000.0,146000.0,87000.0
1518.276718,-7910.0,8780.0,8480.0,-7.02,0.871,1.73,22666.29909,4440.614081283103,14545.33945977199,7.375200404056828,560183.2740658495,,,,,,,-364000.0,146000.0,86900.0
1519.276718,-8330.0,8830.0,8580.0,-6.96,0.805,1.66,22666.29909,4447.896384558852,14865.2009740871,7.282303275750055,536335.1863066454,,,,,,,-364000.0,146000.0,86900.0
1520.276718,-8750.0,8880.0,8680.0,-6.9,0.742,1.6,22666.29909,4455.096747396932,15190.76364110771,7.200362838079759,513592.4694084327,,,,,,,-364000.0,146000.0,86900.0
1521.276718,-9160.0,8920.0,8770.0,-6.84,0.684,1.55,22666.29909,4462.218584519473,15504.3510022187,7.121837122540785,493026.9693560697,,,,,,,-364000.0,146000.0,86900.0
1522.276718,-9570.0,8960.0,8860.0,-6.78,0.628,1.49,22666.29909,4469.265282753398,15822.96116408051,7.046698233924878,473371.7493141521,,,,,,,-364000.0,146000.0,86800.0
1523.276718,-9970.0,9000.0,8950.0,-6.73,0.575,1.44,22666.29909,4476.235425076191,16140.11771952113,6.970142322793704,454950.8326031906,,,,,,,-364000.0,146000.0,86800.0
1524.276718,-10400.0,9030.0,9030.0,-6.67,0.525,1.39,22666.29909,4483.141735596288,16469.42014765547,6.906310520096819,436939.4345781608,,,,,,,-364000.0,146000.0,86800.0
1525.276718,-10800.0,9060.0,9120.0,-6.62,0.478,1.34,22666.29909,4489.975228480604,16789.81834326983,6.83349288431619,420422.4177750871,,,,,,,-364000.0,146000.0,86800.0
1526.276718,-11200.0,9090.0,9200.0,-6.56,0.434,1.3,22666.29909,4496.746379342901,17108.71415390414,6.771150862298078,404895.6579129898,,,,,,,-364000.0,146000.0,86700.0
1527.276718,-11600.0,9110.0,9270.0,-6.51,0.391,1.25,22666.29909,4503.448017650062,17420.82087618147,6.701638307160421,390517.6161126988,,,,,,,-364000.0,146000.0,86700.0
1528.276718,-11900.0,9130.0,9350.0,-6.46,0.351,1.21,22666.29909,4510.088460481681,17674.54101242802,6.640442831618988,379386.2362998288,,,,,,,-364000.0,146000.0,86700.0
1529.276718,-12300.0,9150.0,9420.0,-6.41,0.312,1.17,22666.29909,4516.670170062026,17993.02364806983,6.581709580344609,366074.5680555581,,,,,,,-364000.0,146000.0,86700.0
1530.276718,-12700.0,9170.0,9490.0,-6.36,0.276,1.13,22666.29909,4523.19353913023,18314.99385749283,6.523369068203944,353316.8138647043,,,,,,,-364000.0,146000.0,86600.0
1531.276718,-13100.0,9190.0,9550.0,-6.31,0.241,1.1,22666.29909,4529.659038028228,18635.14421731155,6.465498897996968,341281.1832856818,,,,,,,-364000.0,146000.0,86600.0
1532.276718,-13500.0,9200.0,9620.0,-6.26,0.208,1.06,22666.29909,4536.06873232671,18958.75523340074,6.409694298482572,329729.8164170214,,,,,,,-364000.0,145000.0,86600.0
1533.276718,-13800.0,9210.0,9680.0,-6.21,0.176,1.03,22666.29909,4542.421248678519,19208.50072233645,6.352516351808942,321211.3802363151,,,,,,,-364000.0,145000.0,86600.0
1534.276718,-14200.0,9220.0,9740.0,-6.17,0.146,0.999,22666.29909,4548.718547782103,19532.43456407828,6.297299103584011,310645.5265990471,,,,,,,-365000.0,145000.0,86500.0
1535.276718,-14600.0,9230.0,9800.0,-6.12,0.117,0.969,22666.29909,4554.970604803596,19859.32778318541,6.252057021493006,300502.9723556437,,,,,,,-365000.0,145000.0,86500.0
1536.276718,-15000.0,9240.0,9860.0,-6.08,0.0895,0.939,22666.29909,4561.16794697585,20189.03662882407,6.197342172254167,290768.0394417879,,,,,,,-365000.0,145000.0,86500.0
1537.276718,-15300.0,9240.0,9910.0,-6.03,0.0631,0.911,22666.29909,4567.320680616273,20437.11574562321,6.15273364042358,283751.8168424966,,,,,,,-365000.0,145000.0,86500.0
1538.276718,-15700.0,9240.0,9970.0,-5.99,0.0379,0.884,22666.29909,4573.419434801351,20767.00508017466,6.098754185077474,274808.4748270776,,,,,,,-365000.0,145000.0,86400.0
1539.276718,-16000.0,9250.0,10000.0,-5.95,0.0136,0.858,22666.29909,4579.474432110186,21013.38858918285,6.054997308835075,268401.9560672906,,,,,,,-365000.0,145000.0,86400.0
1540.276718,-16400.0,9250.0,10100.0,-5.91,-0.0096,0.832,22666.29909,4585.485991721468,21366.62116479814,6.011559611282251,259600.8799504125,,,,,,,-365000.0,145000.0,86400.0
1541.276718,-16700.0,9240.0,10100.0,-5.87,-0.0319,0.808,22666.29909,4591.454275910412,21593.46197347706,5.968284188944089,254175.2782590505,,,,,,,-365000.0,145000.0,86400.0
1542.276718,-17100.0,9240.0,10200.0,-5.83,-0.0532,0.784,22666.29909,4597.379711051396,21950.57174654,5.925435140983319,245972.2911804182,,,,,,,-365000.0,145000.0,86300.0
1543.276718,-17400.0,9240.0,10200.0,-5.79,-0.0738,0.762,22666.29909,4603.262430340977,22185.07606477832,5.882719289580288,240799.7412437334,,,,,,,-365000.0,145000.0,86300.0
1544.276718,-17800.0,9230.0,10300.0,-5.75,-0.0935,0.74,22666.29909,4609.102823344876,22541.58157716534,5.840393003899652,233243.2541929549,,,,,,,-365000.0,145000.0,86300.0
1545.276718,-18100.0,9230.0,10300.0,-5.72,-0.112,0.719,22666.29909,4614.900999114029,22779.22079439944,5.798175769153605,228402.1206032346,,,,,,,-365000.0,145000.0,86300.0
1546.276718,-18500.0,9220.0,10300.0,-5.68,-0.131,0.698,22666.29909,4620.667098748964,23094.33696818335,5.766099634935212,222211.6701314963,,,,,,,-365000.0,145000.0,86200.0
1547.276718,-18800.0,9210.0,10400.0,-5.65,-0.148,0.679,22666.29909,4626.391324897537,23375.71603181387,5.724226148572399,216894.23787487,,,,,,,-365000.0,145000.0,86200.0
1548.276718,-19200.0,9200.0,10400.0,-5.61,-0.165,0.66,22666.29909,4632.083902960243,23694.72515139182,5.69257806270586,211093.3291642229,,,,,,,-365000.0,145000.0,86200.0
1549.276718,-19500.0,9190.0,10500.0,-5.58,-0.181,0.641,22666.29909,4637.735002410793,23978.24222081343,5.651099450549425,206130.9354330911,,,,,,,-365000.0,145000.0,86200.0
1550.276718,-19800.0,9180.0,10500.0,-5.54,-0.197,0.623,22666.29909,4643.354614674998,24219.05035297627,5.619612264204711,202052.226201275,,,,,,,-365000.0,145000.0,86200.0
1551.276718,-20200.0,9170.0,10500.0,-5.51,-0.212,0.606,22666.29909,4648.933013907753,24543.40848374569,5.578399232754859,196746.9954972913,,,,,,,-365000.0,145000.0,86100.0
1552.276718,-20500.0,9150.0,10600.0,-5.48,-0.227,0.589,22666.29909,4654.480290717143,24826.04479171018,5.547276809390351,192292.6970847096,,,,,,,-365000.0,145000.0,86100.0
1553.276718,-20800.0,9140.0,10600.0,-5.45,-0.241,0.573,22666.29909,4659.996525846287,25070.69205267377,5.51623512914379,188558.1095064859,,,,,,,-365000.0,145000.0,86100.0
1554.276718,-21100.0,9130.0,10600.0,-5.41,-0.255,0.557,22666.29909,4665.481861752137,25316.53412297979,5.48533590584934,184913.8157970305,,,,,,,-365000.0,144000.0,86100.0
1555.276718,-21500.0,9110.0,10700.0,-5.38,-0.268,0.541,22666.29909,4670.926434646313,25685.25063144216,5.444572894176365,179642.9773933427,,,,,,,-365000.0,144000.0,86000.0
1556.276718,-21800.0,9090.0,10700.0,-5.35,-0.28,0.526,22666.29909,4676.340204589707,25929.86887741625,5.413769943394344,176269.5187668022,,,,,,,-365000.0,144000.0,86000.0
1557.276718,-22100.0,9080.0,10700.0,-5.32,-0.293,0.512,22666.29909,4681.723286978079,26179.12145202738,5.383082388371926,172928.9578612541,,,,,,,-365000.0,144000.0,86000.0
1558.276718,-22400.0,9060.0,10800.0,-5.29,-0.305,0.498,22666.29909,4687.075893165723,26466.65071368117,5.352606187643548,169192.0249467108,,,,,,,-365000.0,144000.0,86000.0
1559.276718,-22700.0,9040.0,10800.0,-5.27,-0.316,0.484,22666.29909,4692.398028921226,26714.25836515025,5.322135755502672,166070.1646657319,,,,,,,-365000.0,144000.0,85900.0
1560.276718,-23100.0,9020.0,10800.0,-5.24,-0.327,0.471,22666.29909,4697.699633583967,27048.29754346842,5.301604662741272,161993.64952434,,,,,,,-365000.0,144000.0,85900.0
1561.276718,-23400.0,9000.0,10900.0,-5.21,-0.338,0.458,22666.29909,4702.970911417661,27338.06869550225,5.271277833694597,158577.7308775587,,,,,,,-365000.0,144000.0,85900.0
1562.276718,-23700.0,8980.0,10900.0,-5.18,-0.348,0.445,22666.29909,4708.211913993505,27588.77307891745,5.241002575843671,155708.7742628854,,,,,,,-365000.0,144000.0,85900.0
1563.276718,-24000.0,8960.0,10900.0,-5.16,-0.358,0.433,22666.29909,4713.422626900584,27840.466950107,5.21071290707903,152906.1064859453,,,,,,,-365000.0,144000.0,85800.0
1564.276718,-24300.0,8940.0,10900.0,-5.13,-0.368,0.421,22666.29909,4718.613123312296,28093.12371382008,5.190496411712468,150168.1383146189,,,,,,,-365000.0,144000.0,85800.0
1565.276718,-24600.0,8910.0,11000.0,-5.1,-0.378,0.41,22666.29909,4723.77350750342,28382.17926798434,5.160384191123757,147124.968361247,,,,,,,-365000.0,144000.0,85800.0
1566.276718,-24900.0,8890.0,11000.0,-5.08,-0.387,0.398,22666.29909,4728.90390553866,28636.37721500399,5.13039803524054,144524.5783429427,,,,,,,-365000.0,144000.0,85800.0
1567.276718,-25200.0,8870.0,11000.0,-5.05,-0.396,0.387,22666.29909,4734.014147509448,28891.46759858349,5.110241970787685,141983.753684586,,,,,,,-365000.0,144000.0,85700.0
1568.276718,-25500.0,8840.0,11000.0,-5.03,-0.404,0.376,22666.29909,4739.094411774227,29144.39225648735,5.080264264779934,139530.0831861646,,,,,,,-365000.0,144000.0,85700.0
1569.276718,-25800.0,8820.0,11100.0,-5.0,-0.413,0.366,22666.29909,4744.154598727296,29438.79073603398,5.060186953068039,136753.3353156534,,,,,,,-365000.0,144000.0,85700.0
1570.276718,-26100.0,8790.0,11100.0,-4.98,-0.421,0.356,22666.29909,4749.184959052362,29693.16588038399,5.030360325066188,134420.2971630807,,,,,,,-365000.0,144000.0,85700.0
1571.276718,-26400.0,8770.0,11100.0,-4.96,-0.429,0.346,22666.29909,4754.195385880487,29951.34220698632,5.010426828125524,132112.9170179942,,,,,,,-365000.0,144000.0,85600.0
1572.276718,-26700.0,8740.0,11100.0,-4.93,-0.437,0.336,22666.29909,4759.185912606195,30207.40968702878,4.990526725707418,129882.5745423402,,,,,,,-366000.0,144000.0,85600.0
1573.276718,-27000.0,8720.0,11100.0,-4.91,-0.444,0.326,22666.29909,4764.146634831839,30467.169215403,4.960722225644164,127677.2884563684,,,,,,,-366000.0,144000.0,85600.0
1574.276718,-27300.0,8690.0,11200.0,-4.89,-0.451,0.317,22666.29909,4769.087435576657,30761.11343888579,4.940800744818597,125248.8530478088,,,,,,,-366000.0,144000.0,85600.0
1575.276718,-27600.0,8660.0,11200.0,-4.86,-0.458,0.308,22666.29909,4774.008410073645,31019.27787683008,4.920974496987359,123172.709089464,,,,,,,-366000.0,144000.0,85500.0
1576.276718,-27900.0,8630.0,11200.0,-4.84,-0.465,0.299,22666.29909,4778.899649998245,31278.21766021843,4.891239924599897,121141.7561205373,,,,,,,-366000.0,143000.0,85500.0
1577.276718,-28200.0,8610.0,11200.0,-4.82,-0.472,0.291,22666.29909,4783.771120618088,31540.64203531691,4.871470619843663,119134.295537782,,,,,,,-366000.0,143000.0,85500.0
1578.276718,-28500.0,8580.0,11200.0,-4.8,-0.478,0.282,22666.29909,4788.622910494,31801.04400801961,4.851789875911775,117191.2278276519,,,,,,,-366000.0,143000.0,85500.0
1579.276718,-28800.0,8550.0,11200.0,-4.78,-0.485,0.274,22666.29909,4793.454888142955,32062.16617759942,4.831977648954929,115290.1325907417,,,,,,,-366000.0,143000.0,85400.0
1580.276718,-29000.0,8520.0,11300.0,-4.76,-0.491,0.266,22666.29909,4798.267236945775,32268.87664608113,4.812348802819679,113817.7946362598,,,,,,,-366000.0,143000.0,85400.0
1581.276718,-29300.0,8490.0,11300.0,-4.74,-0.497,0.258,22666.29909,4803.059880996818,32530.90991657012,4.792644051043223,111991.5970808706,,,,,,,-366000.0,143000.0,85400.0
1582.276718,-29600.0,8460.0,11300.0,-4.72,-0.503,0.25,22666.29909,4807.832843703565,32793.62133098448,4.772962706747246,110204.4432862077,,,,,,,-366000.0,143000.0,85400.0
