time,Rx,Ry,Rz,Vx(km/s)[J2000-EARTH],Vy(km/s)[J2000-EARTH],Vz(km/s)[J2000-EARTH],mmm,distance,R(km),volacity,B_n,Vx min/max,Vy min/max,Vz min/max,Vx min/max.1,Vx min/max.2,Vx min/max.3,MOON Rx(km)[J2000-EARTH],MOON Ry(km)[J2000-EARTH],MOON Rz(km)[J2000-EARTH]
41.23648055,-8290.0,-773.0,577.0,-0.439,-5.03,-4.12,60129.73972,312.1075148746039,8345.930625160983,6.5453895224043,1701485.762438725,,,,,,,-317000.0,210000.0,121000.0
42.23648055,-8300.0,-1070.0,329.0,-0.0996,-4.99,-4.14,60129.73972,318.6242641409175,8375.15020760822,6.516749266313688,1689634.04028289,,,,,,,-317000.0,210000.0,121000.0
43.23648055,-8300.0,-1370.0,80.3,0.236,-4.94,-4.15,60129.73972,325.1088319877367,8412.68970603338,6.484567846819092,1674588.555217842,,,,,,,-317000.0,210000.0,121000.0
44.23648055,-8280.0,-1670.0,-169.0,0.568,-4.88,-4.14,60129.73972,331.5649760381742,8448.423580763456,6.456144050437537,1660452.666566951,,,,,,,-317000.0,210000.0,120000.0
45.23648055,-8230.0,-1960.0,-417.0,0.894,-4.81,-4.13,60129.73972,337.9896646687617,8470.442078191669,6.424688630587478,1651831.356463795,,,,,,,-317000.0,210000.0,120000.0
46.23648055,-8170.0,-2240.0,-664.0,1.22,-4.73,-4.11,60129.73972,344.3921826109466,8497.493512795405,6.402517942184933,1641331.017198876,,,,,,,-317000.0,210000.0,120000.0
47.23648055,-8090.0,-2520.0,-910.0,1.53,-4.63,-4.08,60129.73972,350.7760215813468,8522.12414835644,6.383838970400178,1631857.18078448,,,,,,,-317000.0,210000.0,120000.0
48.23648055,-7990.0,-2800.0,-1150.0,1.84,-4.53,-4.04,60129.73972,357.1340244124252,8544.155897454119,6.358002831078325,1623452.297945041,,,,,,,-317000.0,210000.0,120000.0
48.63913203,-7940.0,-2910.0,-1250.0,1.98,-4.52,-4.05,59529.04604,359.6878666196768,8548.344869037515,6.34256257359752,1621861.597197946,,,,,,,-317000.0,210000.0,120000.0
49.63913203,-7810.0,-3180.0,-1490.0,2.28,-4.4,-4.0,59529.04604,366.0716977577944,8563.212014191871,6.383831138117611,1616234.848694263,,,,,,,-317000.0,210000.0,120000.0
50.63913203,-7670.0,-3440.0,-1730.0,2.57,-4.28,-3.94,59529.04604,372.4402454729333,8582.272426344902,6.368547715138829,1609063.812374408,,,,,,,-317000.0,210000.0,120000.0
51.63913203,-7500.0,-3690.0,-1970.0,2.86,-4.14,-3.87,59529.04604,378.8000332052401,8587.607350129603,6.359787732306795,1607065.219276206,,,,,,,-317000.0,210000.0,120000.0
52.63913203,-7320.0,-3930.0,-2200.0,3.14,-4.0,-3.79,59529.04604,385.1479541247223,8594.60877527302,6.34792091948222,1604447.9590558,,,,,,,-317000.0,210000.0,120000.0
53.63913203,-7130.0,-4170.0,-2420.0,3.41,-3.85,-3.7,59529.04604,391.4901698258791,8607.101718929549,6.342215701156813,1599793.725428807,,,,,,,-317000.0,210000.0,120000.0
54.63913203,-6910.0,-4390.0,-2640.0,3.67,-3.68,-3.61,59529.04604,397.8258308016574,8601.732383653889,6.335660975778297,1601791.58108228,,,,,,,-317000.0,210000.0,120000.0
55.63913203,-6690.0,-4610.0,-2850.0,3.93,-3.52,-3.5,59529.04604,404.153816263082,8609.918698803143,6.327985461424512,1598747.060610015,,,,,,,-317000.0,210000.0,120000.0
56.63913203,-6440.0,-4820.0,-3060.0,4.18,-3.34,-3.39,59529.04604,410.4851115491984,8606.36973409811,6.33129528611642,1600065.866778841,,,,,,,-317000.0,210000.0,120000.0
57.63913203,-6190.0,-5010.0,-3260.0,4.41,-3.15,-3.27,59529.04604,416.8191544919009,8604.87071372952,6.334042942702551,1600623.397583085,,,,,,,-317000.0,210000.0,120000.0
58.63913203,-5910.0,-5190.0,-3450.0,4.64,-2.96,-3.15,59529.04604,423.1487279372446,8588.754275213607,6.329573445343691,1606636.039377698,,,,,,,-317000.0,210000.0,120000.0
59.63913203,-5630.0,-5370.0,-3640.0,4.86,-2.76,-3.01,59529.04604,429.4901552213818,8589.72642172031,6.341427284137223,1606272.396310859,,,,,,,-318000.0,210000.0,120000.0
60.63913203,-5330.0,-5530.0,-3810.0,5.07,-2.56,-2.87,59529.04604,435.8381706592963,8573.55818782377,6.348015437914436,1612336.407362705,,,,,,,-318000.0,209000.0,120000.0
61.63913203,-5020.0,-5670.0,-3980.0,5.26,-2.34,-2.72,59529.04604,442.2017702695798,8555.09789540716,6.363599610283476,1619302.152160239,,,,,,,-318000.0,209000.0,120000.0
62.63913203,-4700.0,-5810.0,-4140.0,5.45,-2.12,-2.57,59529.04604,448.5689988660729,8543.166860128626,6.367228596493139,1623828.211909495,,,,,,,-318000.0,209000.0,120000.0
63.63913203,-4370.0,-5930.0,-4290.0,5.62,-1.9,-2.4,59529.04604,454.9566275340529,8524.429599685835,6.387628667980004,1630974.621190436,,,,,,,-318000.0,209000.0,120000.0
64.63913203,-4020.0,-6040.0,-4430.0,5.79,-1.67,-2.24,59529.04604,461.3561900190982,8500.994059520333,6.399562485045364,1639979.558082085,,,,,,,-318000.0,209000.0,120000.0
65.63913203,-3670.0,-6130.0,-4560.0,5.94,-1.43,-2.06,59529.04604,467.785077947815,8475.812645404569,6.428887928716754,1649738.705027643,,,,,,,-318000.0,209000.0,120000.0
66.63913203,-3310.0,-6210.0,-4680.0,6.08,-1.18,-1.88,59529.04604,474.2327209280054,8451.189265422943,6.447642980190514,1659366.065166528,,,,,,,-318000.0,209000.0,120000.0
67.63913203,-2940.0,-6270.0,-4780.0,6.2,-0.936,-1.69,59529.04604,480.7052165826969,8414.564754044026,6.472495654691473,1673842.329075561,,,,,,,-318000.0,209000.0,120000.0
68.63913203,-2570.0,-6320.0,-4880.0,6.31,-0.682,-1.49,59529.04604,487.199228901749,8388.18812378454,6.494012319052066,1684385.663307775,,,,,,,-318000.0,209000.0,120000.0
69.63913203,-2190.0,-6350.0,-4960.0,6.41,-0.424,-1.29,59529.04604,493.7185328523253,8349.862274313271,6.519303950576319,1699883.803057971,,,,,,,-318000.0,209000.0,120000.0
70.63913203,-1800.0,-6370.0,-5030.0,6.49,-0.161,-1.08,59529.04604,500.2707825423173,8313.711565841095,6.55224968999198,1714699.234147536,,,,,,,-318000.0,209000.0,120000.0
71.63913203,-1410.0,-6370.0,-5090.0,6.56,0.105,-0.872,59529.04604,506.851999830935,8274.84743061768,6.581217288617661,1730843.77260504,,,,,,,-318000.0,209000.0,120000.0
72.63913203,-1010.0,-6360.0,-5140.0,6.61,0.376,-0.655,59529.04604,513.4705350918518,8239.496343830731,6.618535260916873,1745727.805795065,,,,,,,-318000.0,209000.0,120000.0
73.63913203,-616.0,-6330.0,-5170.0,6.64,0.649,-0.432,59529.04604,520.1235420060223,8196.17325341528,6.653006914170464,1764231.613240687,,,,,,,-318000.0,209000.0,120000.0
74.63913203,-217.0,-6280.0,-5190.0,6.66,0.925,-0.205,59529.04604,526.8091552912789,8149.944110237812,6.685613285256634,1784302.973028266,,,,,,,-318000.0,209000.0,120000.0
75.63913203,183.0,-6210.0,-5190.0,6.66,1.2,0.027,59529.04604,533.5362088810758,8095.288073935356,6.727053589796948,1808478.059673429,,,,,,,-318000.0,209000.0,120000.0
76.63913203,583.0,-6130.0,-5190.0,6.65,1.48,0.263,59529.04604,540.3035073819549,8053.129143382714,6.767298500879062,1827462.747665139,,,,,,,-318000.0,209000.0,120000.0
77.63913203,980.0,-6040.0,-5160.0,6.61,1.76,0.502,59529.04604,547.1212833389661,8004.223884924759,6.817775957011201,1849862.313025024,,,,,,,-318000.0,209000.0,120000.0
78.63913203,1380.0,-5920.0,-5130.0,6.55,2.05,0.745,59529.04604,553.9799788417567,7954.099571918873,6.8586955027906,1873250.311390526,,,,,,,-318000.0,209000.0,120000.0
79.63913203,1770.0,-5790.0,-5070.0,6.48,2.33,0.99,59529.04604,560.8836028900374,7896.955109407676,6.903624048280729,1900459.073985275,,,,,,,-318000.0,209000.0,120000.0
80.63913203,2150.0,-5640.0,-5010.0,6.38,2.61,1.24,59529.04604,567.8405706203062,7844.246299039825,6.956967730268699,1926084.858431229,,,,,,,-318000.0,209000.0,120000.0
81.63913203,2530.0,-5480.0,-4920.0,6.27,2.88,1.49,59529.04604,574.8444338399871,7787.021253341999,7.003863219680978,1954497.593509694,,,,,,,-318000.0,209000.0,120000.0
82.63913203,2900.0,-5300.0,-4830.0,6.13,3.16,1.74,59529.04604,581.9032864379665,7734.914349881323,7.058852597979363,1980919.567733345,,,,,,,-318000.0,209000.0,120000.0
83.63913203,3270.0,-5100.0,-4720.0,5.97,3.43,1.99,59529.04604,589.0159582285105,7679.928385082767,7.112671790543972,2009386.682320707,,,,,,,-318000.0,209000.0,120000.0
84.63913203,3620.0,-4890.0,-4590.0,5.78,3.7,2.24,59529.04604,596.1829589959166,7621.32534405926,7.167000767406126,2040407.246085218,,,,,,,-318000.0,209000.0,120000.0
